date,plant,region,product,produced_quantity,production_capacity
2023-12-28,P_EU,EU,A,1902,1699
2023-12-28,P_EU,EU,B,863,1671
2023-12-28,P_EU,EU,C,893,2628
2023-12-28,P_APAC,APAC,A,1395,2756
2023-12-28,P_APAC,APAC,B,872,2202
2023-12-28,P_APAC,APAC,C,1367,3930
2023-12-29,P_LATAM,LATAM,A,1151,2218
2023-12-29,P_LATAM,LATAM,B,3001,2626
2023-12-29,P_LATAM,LATAM,C,2057,2352
2023-12-29,P_NA,NA,A,4031,3776
2023-12-29,P_NA,NA,B,2321,2929
2023-12-29,P_NA,NA,C,2745,2361
2023-12-29,P_EU,EU,A,2512,2372
2023-12-29,P_EU,EU,B,3656,3262
2023-12-29,P_EU,EU,C,2845,3007
2023-12-29,P_APAC,APAC,A,2439,2897
2023-12-29,P_APAC,APAC,B,2335,2066
2023-12-29,P_APAC,APAC,C,2069,2372
2023-12-30,P_LATAM,LATAM,A,1300,2592
2023-12-30,P_LATAM,LATAM,B,2416,2547
2023-12-30,P_LATAM,LATAM,C,3033,3987
2023-12-30,P_NA,NA,A,2784,2468
2023-12-30,P_NA,NA,B,2512,3018
2023-12-30,P_NA,NA,C,1388,3135
2023-12-30,P_EU,EU,A,2239,1996
2023-12-30,P_EU,EU,B,1486,2259
2023-12-30,P_EU,EU,C,2645,2252
2023-12-30,P_APAC,APAC,A,1550,1678
2023-12-30,P_APAC,APAC,B,3824,3270
2023-12-30,P_APAC,APAC,C,1018,2248
2023-12-31,P_LATAM,LATAM,A,2537,3457
2023-12-31,P_LATAM,LATAM,B,2047,2292
2023-12-31,P_LATAM,LATAM,C,1763,3604
2023-12-31,P_NA,NA,A,3315,3211
2023-12-31,P_NA,NA,B,2601,3011
2023-12-31,P_NA,NA,C,1889,2821
2023-12-31,P_EU,EU,A,1990,2353
2023-12-31,P_EU,EU,B,1101,3652
2023-12-31,P_EU,EU,C,1032,2024
2023-12-31,P_APAC,APAC,A,913,1626
2023-12-31,P_APAC,APAC,B,1631,1873
2023-12-31,P_APAC,APAC,C,3068,2596
2024-01-01,P_LATAM,LATAM,A,2768,2911
2024-01-01,P_LATAM,LATAM,B,2443,2133
2024-01-01,P_LATAM,LATAM,C,2952,3503
2024-01-01,P_NA,NA,A,1387,2274
2024-01-01,P_NA,NA,B,2191,2763
2024-01-01,P_NA,NA,C,2562,2478
2024-01-01,P_EU,EU,A,1243,1526
2024-01-01,P_EU,EU,B,4002,3606
2024-01-01,P_EU,EU,C,1153,1918
2024-01-01,P_APAC,APAC,A,1241,2033
2024-01-01,P_APAC,APAC,B,2612,2882
2024-01-01,P_APAC,APAC,C,1935,3508
2024-01-02,P_LATAM,LATAM,A,1373,1741
2024-01-02,P_LATAM,LATAM,B,2970,2561
2024-01-02,P_LATAM,LATAM,C,653,1621
2024-01-02,P_NA,NA,A,3565,3242
2024-01-02,P_NA,NA,B,2217,2882
2024-01-02,P_NA,NA,C,1896,2151
2024-01-02,P_EU,EU,A,1464,2815
2024-01-02,P_EU,EU,B,3408,3102
2024-01-02,P_EU,EU,C,1900,1870
2024-01-02,P_APAC,APAC,A,2124,3104
2024-01-02,P_APAC,APAC,B,3371,3637
2024-01-02,P_APAC,APAC,C,749,2321
2024-01-03,P_LATAM,LATAM,A,2196,2714
2024-01-03,P_LATAM,LATAM,B,3768,3153
2024-01-03,P_LATAM,LATAM,C,2412,3318
2024-01-03,P_NA,NA,A,3071,3256
2024-01-03,P_NA,NA,B,2418,2478
2024-01-03,P_NA,NA,C,1655,2617
2024-01-03,P_EU,EU,A,2109,2077
2024-01-03,P_EU,EU,B,1004,2014
2024-01-03,P_EU,EU,C,3950,3654
2024-01-03,P_APAC,APAC,A,1239,2991
2024-01-03,P_APAC,APAC,B,2653,2938
2024-01-03,P_APAC,APAC,C,760,2213
2024-01-04,P_LATAM,LATAM,A,1472,3986
2024-01-04,P_LATAM,LATAM,B,1668,1577
2024-01-04,P_LATAM,LATAM,C,1329,3280
2024-01-04,P_NA,NA,A,2578,3571
2024-01-04,P_NA,NA,B,1348,2764
2024-01-04,P_NA,NA,C,1859,2664
2024-01-04,P_EU,EU,A,2439,3463
2024-01-04,P_EU,EU,B,741,1929
2024-01-04,P_EU,EU,C,2058,3013
2024-01-04,P_APAC,APAC,A,2779,2968
2024-01-04,P_APAC,APAC,B,1333,3954
2024-01-04,P_APAC,APAC,C,1091,1646
2024-01-05,P_LATAM,LATAM,A,1309,2698
2024-01-05,P_LATAM,LATAM,B,1557,1694
2024-01-05,P_LATAM,LATAM,C,1138,2934
2024-01-05,P_NA,NA,A,591,1894
2024-01-05,P_NA,NA,B,3307,3470
2024-01-05,P_NA,NA,C,3586,2992
2024-01-05,P_EU,EU,A,928,2317
2024-01-05,P_EU,EU,B,2231,3180
2024-01-05,P_EU,EU,C,3238,3419
2024-01-05,P_APAC,APAC,A,1152,1655
2024-01-05,P_APAC,APAC,B,1222,2080
2024-01-05,P_APAC,APAC,C,4623,3908
2024-01-06,P_LATAM,LATAM,A,2837,3611
2024-01-06,P_LATAM,LATAM,B,2128,3179
2024-01-06,P_LATAM,LATAM,C,3690,3094
2024-01-06,P_NA,NA,A,1391,1536
2024-01-06,P_NA,NA,B,903,2094
2024-01-06,P_NA,NA,C,4384,3947
2024-01-06,P_EU,EU,A,2300,2377
2024-01-06,P_EU,EU,B,3567,3423
2024-01-06,P_EU,EU,C,1750,1744
2024-01-06,P_APAC,APAC,A,1276,3553
2024-01-06,P_APAC,APAC,B,1303,1554
2024-01-06,P_APAC,APAC,C,2872,3924
2024-01-07,P_LATAM,LATAM,A,2632,3471
2024-01-07,P_LATAM,LATAM,B,2784,3910
2024-01-07,P_LATAM,LATAM,C,1966,2649
2024-01-07,P_NA,NA,A,2250,3803
2024-01-07,P_NA,NA,B,3334,3722
2024-01-07,P_NA,NA,C,1850,2579
2024-01-07,P_EU,EU,A,1325,2630
2024-01-07,P_EU,EU,B,1697,1758
2024-01-07,P_EU,EU,C,836,1945
2024-01-07,P_APAC,APAC,A,2785,3589
2024-01-07,P_APAC,APAC,B,1442,3740
2024-01-07,P_APAC,APAC,C,1125,2478
2024-01-08,P_LATAM,LATAM,A,1546,3456
2024-01-08,P_LATAM,LATAM,B,2449,2541
2024-01-08,P_LATAM,LATAM,C,1257,2136
2024-01-08,P_NA,NA,A,943,2048
2024-01-08,P_NA,NA,B,2226,2296
2024-01-08,P_NA,NA,C,1574,1902
2024-01-08,P_EU,EU,A,1593,2987
2024-01-08,P_EU,EU,B,2024,2708
2024-01-08,P_EU,EU,C,2882,2786
2024-01-08,P_APAC,APAC,A,3148,3291
2024-01-08,P_APAC,APAC,B,970,2818
2024-01-08,P_APAC,APAC,C,1787,1733
2024-01-09,P_LATAM,LATAM,A,1466,2705
2024-01-09,P_LATAM,LATAM,B,4200,3800
2024-01-09,P_LATAM,LATAM,C,3081,3229
2024-01-09,P_NA,NA,A,1476,1830
2024-01-09,P_NA,NA,B,1997,2839
2024-01-09,P_NA,NA,C,1188,3334
2024-01-09,P_EU,EU,A,2289,3236
2024-01-09,P_EU,EU,B,4768,3984
2024-01-09,P_EU,EU,C,1526,3274
2024-01-09,P_APAC,APAC,A,2327,3868
2024-01-09,P_APAC,APAC,B,1252,2932
2024-01-09,P_APAC,APAC,C,1096,2066
2024-01-10,P_LATAM,LATAM,A,1814,3756
2024-01-10,P_LATAM,LATAM,B,1230,1844
2024-01-10,P_LATAM,LATAM,C,2270,3132
2024-01-10,P_NA,NA,A,2781,3624
2024-01-10,P_NA,NA,B,3508,3454
2024-01-10,P_NA,NA,C,2065,2052
2024-01-10,P_EU,EU,A,1541,1859
2024-01-10,P_EU,EU,B,2983,3898
2024-01-10,P_EU,EU,C,1369,2248
2024-01-10,P_APAC,APAC,A,813,1757
2024-01-10,P_APAC,APAC,B,1757,3520
2024-01-10,P_APAC,APAC,C,2265,2923
2024-01-11,P_LATAM,LATAM,A,908,1983
2024-01-11,P_LATAM,LATAM,B,3106,3916
2024-01-11,P_LATAM,LATAM,C,2578,3875
2024-01-11,P_NA,NA,A,2305,2464
2024-01-11,P_NA,NA,B,1307,1972
2024-01-11,P_NA,NA,C,3682,3597
2024-01-11,P_EU,EU,A,1531,3841
2024-01-11,P_EU,EU,B,3190,3408
2024-01-11,P_EU,EU,C,2340,3033
2024-01-11,P_APAC,APAC,A,1015,3298
2024-01-11,P_APAC,APAC,B,1506,2057
2024-01-11,P_APAC,APAC,C,1664,3010
2024-01-12,P_LATAM,LATAM,A,1675,3911
2024-01-12,P_LATAM,LATAM,B,2984,3685
2024-01-12,P_LATAM,LATAM,C,3740,3167
2024-01-12,P_NA,NA,A,1684,2598
2024-01-12,P_NA,NA,B,1657,3683
2024-01-12,P_NA,NA,C,3712,3454
2024-01-12,P_EU,EU,A,2820,3434
2024-01-12,P_EU,EU,B,2896,3245
2024-01-12,P_EU,EU,C,1362,2240
2024-01-12,P_APAC,APAC,A,3015,2575
2024-01-12,P_APAC,APAC,B,1398,2466
2024-01-12,P_APAC,APAC,C,3611,3506
2024-01-13,P_LATAM,LATAM,A,2348,2682
2024-01-13,P_LATAM,LATAM,B,3075,2726
2024-01-13,P_LATAM,LATAM,C,3326,3520
2024-01-13,P_NA,NA,A,1741,1574
2024-01-13,P_NA,NA,B,2734,3432
2024-01-13,P_NA,NA,C,1837,3005
2024-01-13,P_EU,EU,A,1634,2309
2024-01-13,P_EU,EU,B,1821,2894
2024-01-13,P_EU,EU,C,1589,1616
2024-01-13,P_APAC,APAC,A,1339,3334
2024-01-13,P_APAC,APAC,B,1617,2771
2024-01-13,P_APAC,APAC,C,1164,3107
2024-01-14,P_LATAM,LATAM,A,1885,2693
2024-01-14,P_LATAM,LATAM,B,1657,1732
2024-01-14,P_LATAM,LATAM,C,3315,2953
2024-01-14,P_NA,NA,A,1500,2220
2024-01-14,P_NA,NA,B,545,1618
2024-01-14,P_NA,NA,C,1050,3196
2024-01-14,P_EU,EU,A,2913,2732
2024-01-14,P_EU,EU,B,1249,3348
2024-01-14,P_EU,EU,C,3063,3366
2024-01-14,P_APAC,APAC,A,987,1853
2024-01-14,P_APAC,APAC,B,3032,2965
2024-01-14,P_APAC,APAC,C,2238,1872
2024-01-15,P_LATAM,LATAM,A,2701,3958
2024-01-15,P_LATAM,LATAM,B,1560,3709
2024-01-15,P_LATAM,LATAM,C,1607,3392
2024-01-15,P_NA,NA,A,2058,3915
2024-01-15,P_NA,NA,B,1010,2166
2024-01-15,P_NA,NA,C,666,2077
2024-01-15,P_EU,EU,A,1661,3020
2024-01-15,P_EU,EU,B,2901,2689
2024-01-15,P_EU,EU,C,3504,3622
2024-01-15,P_APAC,APAC,A,2206,3489
2024-01-15,P_APAC,APAC,B,1415,3300
2024-01-15,P_APAC,APAC,C,4272,3885
2024-01-16,P_LATAM,LATAM,A,3014,3046
2024-01-16,P_LATAM,LATAM,B,2069,2417
2024-01-16,P_LATAM,LATAM,C,1907,2082
2024-01-16,P_NA,NA,A,1454,3060
2024-01-16,P_NA,NA,B,2000,1802
2024-01-16,P_NA,NA,C,4152,3930
2024-01-16,P_EU,EU,A,2372,2120
2024-01-16,P_EU,EU,B,1668,3607
2024-01-16,P_EU,EU,C,3071,2832
2024-01-16,P_APAC,APAC,A,1161,2482
2024-01-16,P_APAC,APAC,B,4361,3858
2024-01-16,P_APAC,APAC,C,1921,2270
2024-01-17,P_LATAM,LATAM,A,1947,3947
2024-01-17,P_LATAM,LATAM,B,1987,3267
2024-01-17,P_LATAM,LATAM,C,1589,1599
2024-01-17,P_NA,NA,A,3640,3538
2024-01-17,P_NA,NA,B,3699,3887
2024-01-17,P_NA,NA,C,2840,2652
2024-01-17,P_EU,EU,A,1754,2704
2024-01-17,P_EU,EU,B,2987,3774
2024-01-17,P_EU,EU,C,3872,3950
2024-01-17,P_APAC,APAC,A,3092,3648
2024-01-17,P_APAC,APAC,B,2565,3933
2024-01-17,P_APAC,APAC,C,2432,2051
2024-01-18,P_LATAM,LATAM,A,1376,3421
2024-01-18,P_LATAM,LATAM,B,1776,2039
2024-01-18,P_LATAM,LATAM,C,2082,3800
2024-01-18,P_NA,NA,A,661,1899
2024-01-18,P_NA,NA,B,1531,1513
2024-01-18,P_NA,NA,C,2244,3556
2024-01-18,P_EU,EU,A,1870,2335
2024-01-18,P_EU,EU,B,1195,2364
2024-01-18,P_EU,EU,C,1744,3622
2024-01-18,P_APAC,APAC,A,978,2255
2024-01-18,P_APAC,APAC,B,3526,3945
2024-01-18,P_APAC,APAC,C,2166,3781
2024-01-19,P_LATAM,LATAM,A,1974,3318
2024-01-19,P_LATAM,LATAM,B,2783,3264
2024-01-19,P_LATAM,LATAM,C,1616,2243
2024-01-19,P_NA,NA,A,788,2561
2024-01-19,P_NA,NA,B,786,2015
2024-01-19,P_NA,NA,C,1649,3729
2024-01-19,P_EU,EU,A,1609,3284
2024-01-19,P_EU,EU,B,867,2247
2024-01-19,P_EU,EU,C,2516,3938
2024-01-19,P_APAC,APAC,A,3773,3890
2024-01-19,P_APAC,APAC,B,3906,3320
2024-01-19,P_APAC,APAC,C,1263,2009
2024-01-20,P_LATAM,LATAM,A,2042,3470
2024-01-20,P_LATAM,LATAM,B,1243,3617
2024-01-20,P_LATAM,LATAM,C,3323,3282
2024-01-20,P_NA,NA,A,3552,3920
2024-01-20,P_NA,NA,B,764,1633
2024-01-20,P_NA,NA,C,1274,1710
2024-01-20,P_EU,EU,A,1167,2184
2024-01-20,P_EU,EU,B,1529,1906
2024-01-20,P_EU,EU,C,1792,3553
2024-01-20,P_APAC,APAC,A,1045,3366
2024-01-20,P_APAC,APAC,B,3501,3827
2024-01-20,P_APAC,APAC,C,1688,2760
2024-01-21,P_LATAM,LATAM,A,1705,3881
2024-01-21,P_LATAM,LATAM,B,2032,2253
2024-01-21,P_LATAM,LATAM,C,2586,3871
2024-01-21,P_NA,NA,A,3976,3453
2024-01-21,P_NA,NA,B,1537,2308
2024-01-21,P_NA,NA,C,1744,3618
2024-01-21,P_EU,EU,A,3225,3012
2024-01-21,P_EU,EU,B,1150,3601
2024-01-21,P_EU,EU,C,3375,3161
2024-01-21,P_APAC,APAC,A,2457,3969
2024-01-21,P_APAC,APAC,B,2645,3017
2024-01-21,P_APAC,APAC,C,1695,3877
2024-01-22,P_LATAM,LATAM,A,2516,2190
2024-01-22,P_LATAM,LATAM,B,2267,3103
2024-01-22,P_LATAM,LATAM,C,1841,2078
2024-01-22,P_NA,NA,A,626,1943
2024-01-22,P_NA,NA,B,2948,2959
2024-01-22,P_NA,NA,C,2293,2504
2024-01-22,P_EU,EU,A,1839,2045
2024-01-22,P_EU,EU,B,1959,2508
2024-01-22,P_EU,EU,C,1252,3247
2024-01-22,P_APAC,APAC,A,2029,2837
2024-01-22,P_APAC,APAC,B,2836,3663
2024-01-22,P_APAC,APAC,C,1879,3402
2024-01-23,P_LATAM,LATAM,A,2365,3563
2024-01-23,P_LATAM,LATAM,B,1842,2412
2024-01-23,P_LATAM,LATAM,C,3151,3604
2024-01-23,P_NA,NA,A,2114,2837
2024-01-23,P_NA,NA,B,877,1805
2024-01-23,P_NA,NA,C,3742,3144
2024-01-23,P_EU,EU,A,2240,3961
2024-01-23,P_EU,EU,B,2392,2101
2024-01-23,P_EU,EU,C,1276,1993
2024-01-23,P_APAC,APAC,A,1875,2932
2024-01-23,P_APAC,APAC,B,2799,2517
2024-01-23,P_APAC,APAC,C,909,2665
2024-01-24,P_LATAM,LATAM,A,1294,1692
2024-01-24,P_LATAM,LATAM,B,1260,3156
2024-01-24,P_LATAM,LATAM,C,1256,3383
2024-01-24,P_NA,NA,A,2238,1929
2024-01-24,P_NA,NA,B,2231,2662
2024-01-24,P_NA,NA,C,2570,2425
2024-01-24,P_EU,EU,A,4384,3718
2024-01-24,P_EU,EU,B,2950,3388
2024-01-24,P_EU,EU,C,1797,1500
2024-01-24,P_APAC,APAC,A,4004,3650
2024-01-24,P_APAC,APAC,B,1209,1678
2024-01-24,P_APAC,APAC,C,3577,3943
2024-01-25,P_LATAM,LATAM,A,3335,3053
2024-01-25,P_LATAM,LATAM,B,1068,2623
2024-01-25,P_LATAM,LATAM,C,2759,2377
2024-01-25,P_NA,NA,A,590,1754
2024-01-25,P_NA,NA,B,2929,3113
2024-01-25,P_NA,NA,C,1694,2275
2024-01-25,P_EU,EU,A,2641,2512
2024-01-25,P_EU,EU,B,790,2389
2024-01-25,P_EU,EU,C,4395,3973
2024-01-25,P_APAC,APAC,A,2081,2127
2024-01-25,P_APAC,APAC,B,855,1709
2024-01-25,P_APAC,APAC,C,2673,3249
2024-01-26,P_LATAM,LATAM,A,3601,3611
2024-01-26,P_LATAM,LATAM,B,783,2106
2024-01-26,P_LATAM,LATAM,C,1716,2711
2024-01-26,P_NA,NA,A,570,1578
2024-01-26,P_NA,NA,B,1430,3664
2024-01-26,P_NA,NA,C,1055,3206
2024-01-26,P_EU,EU,A,1210,1875
2024-01-26,P_EU,EU,B,2311,2737
2024-01-26,P_EU,EU,C,1317,3277
2024-01-26,P_APAC,APAC,A,3042,3265
2024-01-26,P_APAC,APAC,B,1007,1927
2024-01-26,P_APAC,APAC,C,4059,3387
2024-01-27,P_LATAM,LATAM,A,2243,2474
2024-01-27,P_LATAM,LATAM,B,1306,2208
2024-01-27,P_LATAM,LATAM,C,2516,3281
2024-01-27,P_NA,NA,A,2070,1983
2024-01-27,P_NA,NA,B,1298,3617
2024-01-27,P_NA,NA,C,3773,3872
2024-01-27,P_EU,EU,A,755,1790
2024-01-27,P_EU,EU,B,3244,3530
2024-01-27,P_EU,EU,C,1216,2640
2024-01-27,P_APAC,APAC,A,1162,3112
2024-01-27,P_APAC,APAC,B,2693,3215
2024-01-27,P_APAC,APAC,C,1642,2574
2024-01-28,P_LATAM,LATAM,A,4238,3576
2024-01-28,P_LATAM,LATAM,B,2123,2090
2024-01-28,P_LATAM,LATAM,C,1992,2801
2024-01-28,P_NA,NA,A,588,1746
2024-01-28,P_NA,NA,B,2138,2073
2024-01-28,P_NA,NA,C,3344,3620
2024-01-28,P_EU,EU,A,1081,1924
2024-01-28,P_EU,EU,B,1284,1654
2024-01-28,P_EU,EU,C,1472,2373
2024-01-28,P_APAC,APAC,A,1360,1516
2024-01-28,P_APAC,APAC,B,1846,1908
2024-01-28,P_APAC,APAC,C,2242,2082
2024-01-29,P_LATAM,LATAM,A,1193,2991
2024-01-29,P_LATAM,LATAM,B,2811,3033
2024-01-29,P_LATAM,LATAM,C,1681,3142
2024-01-29,P_NA,NA,A,1781,1583
2024-01-29,P_NA,NA,B,1153,3371
2024-01-29,P_NA,NA,C,3498,3817
2024-01-29,P_EU,EU,A,1880,3441
2024-01-29,P_EU,EU,B,1552,1838
2024-01-29,P_EU,EU,C,1393,3372
2024-01-29,P_APAC,APAC,A,1702,3986
2024-01-29,P_APAC,APAC,B,903,1692
2024-01-29,P_APAC,APAC,C,2457,3648
2024-01-30,P_LATAM,LATAM,A,3305,3571
2024-01-30,P_LATAM,LATAM,B,1807,1517
2024-01-30,P_LATAM,LATAM,C,1146,1834
2024-01-30,P_NA,NA,A,1865,2063
2024-01-30,P_NA,NA,B,1226,1997
2024-01-30,P_NA,NA,C,2139,2145
2024-01-30,P_EU,EU,A,1653,3750
2024-01-30,P_EU,EU,B,1059,2574
2024-01-30,P_EU,EU,C,1832,3897
2024-01-30,P_APAC,APAC,A,1294,2447
2024-01-30,P_APAC,APAC,B,2969,3292
2024-01-30,P_APAC,APAC,C,1556,3868
2024-01-31,P_LATAM,LATAM,A,896,1630
2024-01-31,P_LATAM,LATAM,B,2383,2037
2024-01-31,P_LATAM,LATAM,C,1457,2011
2024-01-31,P_NA,NA,A,2023,3556
2024-01-31,P_NA,NA,B,980,2564
2024-01-31,P_NA,NA,C,2560,2638
2024-01-31,P_EU,EU,A,1143,1997
2024-01-31,P_EU,EU,B,3700,3482
2024-01-31,P_EU,EU,C,571,1858
2024-01-31,P_APAC,APAC,A,1260,2006
2024-01-31,P_APAC,APAC,B,1371,2343
2024-01-31,P_APAC,APAC,C,1102,2612
2024-02-01,P_LATAM,LATAM,A,1361,2499
2024-02-01,P_LATAM,LATAM,B,556,1546
2024-02-01,P_LATAM,LATAM,C,1440,3151
2024-02-01,P_NA,NA,A,1653,2821
2024-02-01,P_NA,NA,B,1617,3790
2024-02-01,P_NA,NA,C,1740,3172
2024-02-01,P_EU,EU,A,1163,2724
2024-02-01,P_EU,EU,B,2286,2813
2024-02-01,P_EU,EU,C,2587,2868
2024-02-01,P_APAC,APAC,A,1136,3038
2024-02-01,P_APAC,APAC,B,2173,2177
2024-02-01,P_APAC,APAC,C,1497,1586
2024-02-02,P_LATAM,LATAM,A,3169,3734
2024-02-02,P_LATAM,LATAM,B,2235,2066
2024-02-02,P_LATAM,LATAM,C,1844,2038
2024-02-02,P_NA,NA,A,2122,3070
2024-02-02,P_NA,NA,B,2803,3919
2024-02-02,P_NA,NA,C,2821,3541
2024-02-02,P_EU,EU,A,726,1762
2024-02-02,P_EU,EU,B,1940,3191
2024-02-02,P_EU,EU,C,1304,2013
2024-02-02,P_APAC,APAC,A,1371,3325
2024-02-02,P_APAC,APAC,B,3104,3584
2024-02-02,P_APAC,APAC,C,1858,3645
2024-02-03,P_LATAM,LATAM,A,1632,2075
2024-02-03,P_LATAM,LATAM,B,2381,3274
2024-02-03,P_LATAM,LATAM,C,1285,2818
2024-02-03,P_NA,NA,A,2805,2407
2024-02-03,P_NA,NA,B,2193,3479
2024-02-03,P_NA,NA,C,1587,2352
2024-02-03,P_EU,EU,A,3413,3969
2024-02-03,P_EU,EU,B,843,1773
2024-02-03,P_EU,EU,C,2115,3681
2024-02-03,P_APAC,APAC,A,2634,2899
2024-02-03,P_APAC,APAC,B,2043,2062
2024-02-03,P_APAC,APAC,C,3046,3824
2024-02-04,P_LATAM,LATAM,A,2849,3831
2024-02-04,P_LATAM,LATAM,B,1617,1668
2024-02-04,P_LATAM,LATAM,C,3250,3558
2024-02-04,P_NA,NA,A,2739,3798
2024-02-04,P_NA,NA,B,3011,2905
2024-02-04,P_NA,NA,C,1236,2029
2024-02-04,P_EU,EU,A,1641,3631
2024-02-04,P_EU,EU,B,1580,2506
2024-02-04,P_EU,EU,C,3414,3030
2024-02-04,P_APAC,APAC,A,3251,3988
2024-02-04,P_APAC,APAC,B,1345,1583
2024-02-04,P_APAC,APAC,C,1799,3035
2024-02-05,P_LATAM,LATAM,A,3347,3775
2024-02-05,P_LATAM,LATAM,B,2997,2923
2024-02-05,P_LATAM,LATAM,C,987,2635
2024-02-05,P_NA,NA,A,2318,2396
2024-02-05,P_NA,NA,B,2215,3974
2024-02-05,P_NA,NA,C,1904,1792
2024-02-05,P_EU,EU,A,1751,1926
2024-02-05,P_EU,EU,B,1499,3615
2024-02-05,P_EU,EU,C,2630,2959
2024-02-05,P_APAC,APAC,A,1710,1649
2024-02-05,P_APAC,APAC,B,682,1660
2024-02-05,P_APAC,APAC,C,1870,3432
2024-02-06,P_LATAM,LATAM,A,4308,3964
2024-02-06,P_LATAM,LATAM,B,1074,2669
2024-02-06,P_LATAM,LATAM,C,4160,3728
2024-02-06,P_NA,NA,A,3906,3370
2024-02-06,P_NA,NA,B,1876,2344
2024-02-06,P_NA,NA,C,1002,1544
2024-02-06,P_EU,EU,A,1555,3004
2024-02-06,P_EU,EU,B,1598,2254
2024-02-06,P_EU,EU,C,2237,3228
2024-02-06,P_APAC,APAC,A,1828,2643
2024-02-06,P_APAC,APAC,B,4087,3534
2024-02-06,P_APAC,APAC,C,1333,3791
2024-02-07,P_LATAM,LATAM,A,1380,2997
2024-02-07,P_LATAM,LATAM,B,3693,3482
2024-02-07,P_LATAM,LATAM,C,1876,1900
2024-02-07,P_NA,NA,A,4277,3629
2024-02-07,P_NA,NA,B,2194,3894
2024-02-07,P_NA,NA,C,1038,1599
2024-02-07,P_EU,EU,A,1593,3605
2024-02-07,P_EU,EU,B,1704,2191
2024-02-07,P_EU,EU,C,3249,3308
2024-02-07,P_APAC,APAC,A,1754,2879
2024-02-07,P_APAC,APAC,B,1479,3583
2024-02-07,P_APAC,APAC,C,1552,2731
2024-02-08,P_LATAM,LATAM,A,2219,3005
2024-02-08,P_LATAM,LATAM,B,3265,3757
2024-02-08,P_LATAM,LATAM,C,3529,3776
2024-02-08,P_NA,NA,A,2019,2317
2024-02-08,P_NA,NA,B,858,2281
2024-02-08,P_NA,NA,C,3441,3010
2024-02-08,P_EU,EU,A,526,1651
2024-02-08,P_EU,EU,B,1198,2783
2024-02-08,P_EU,EU,C,3096,3183
2024-02-08,P_APAC,APAC,A,2032,2465
2024-02-08,P_APAC,APAC,B,1895,2227
2024-02-08,P_APAC,APAC,C,1229,3931
2024-02-09,P_LATAM,LATAM,A,725,2219
2024-02-09,P_LATAM,LATAM,B,688,1560
2024-02-09,P_LATAM,LATAM,C,2792,2399
2024-02-09,P_NA,NA,A,1578,3687
2024-02-09,P_NA,NA,B,1106,2295
2024-02-09,P_NA,NA,C,2916,3666
2024-02-09,P_EU,EU,A,864,2190
2024-02-09,P_EU,EU,B,1876,2529
2024-02-09,P_EU,EU,C,2758,2637
2024-02-09,P_APAC,APAC,A,3873,3782
2024-02-09,P_APAC,APAC,B,2665,3950
2024-02-09,P_APAC,APAC,C,629,1526
2024-02-10,P_LATAM,LATAM,A,1207,2425
2024-02-10,P_LATAM,LATAM,B,3724,3840
2024-02-10,P_LATAM,LATAM,C,1152,1736
2024-02-10,P_NA,NA,A,2088,1887
2024-02-10,P_NA,NA,B,1750,1965
2024-02-10,P_NA,NA,C,1008,1649
2024-02-10,P_EU,EU,A,2039,2575
2024-02-10,P_EU,EU,B,1233,1930
2024-02-10,P_EU,EU,C,1510,2958
2024-02-10,P_APAC,APAC,A,1375,2240
2024-02-10,P_APAC,APAC,B,1693,1939
2024-02-10,P_APAC,APAC,C,2112,3044
2024-02-11,P_LATAM,LATAM,A,1565,2790
2024-02-11,P_LATAM,LATAM,B,4644,3992
2024-02-11,P_LATAM,LATAM,C,1731,3244
2024-02-11,P_NA,NA,A,1345,3640
2024-02-11,P_NA,NA,B,3385,3044
2024-02-11,P_NA,NA,C,2391,2710
2024-02-11,P_EU,EU,A,2658,3578
2024-02-11,P_EU,EU,B,1634,3464
2024-02-11,P_EU,EU,C,1803,2626
2024-02-11,P_APAC,APAC,A,3274,3283
2024-02-11,P_APAC,APAC,B,2272,3154
2024-02-11,P_APAC,APAC,C,2272,2171
2024-02-12,P_LATAM,LATAM,A,2604,2286
2024-02-12,P_LATAM,LATAM,B,1127,1838
2024-02-12,P_LATAM,LATAM,C,1812,3372
2024-02-12,P_NA,NA,A,2492,2400
2024-02-12,P_NA,NA,B,4086,3514
2024-02-12,P_NA,NA,C,935,1646
2024-02-12,P_EU,EU,A,1110,1660
2024-02-12,P_EU,EU,B,867,2665
2024-02-12,P_EU,EU,C,1540,3811
2024-02-12,P_APAC,APAC,A,1406,2865
2024-02-12,P_APAC,APAC,B,2706,2356
2024-02-12,P_APAC,APAC,C,2806,2511
2024-02-13,P_LATAM,LATAM,A,935,1817
2024-02-13,P_LATAM,LATAM,B,2960,2586
2024-02-13,P_LATAM,LATAM,C,2694,2990
2024-02-13,P_NA,NA,A,1288,3341
2024-02-13,P_NA,NA,B,2354,2232
2024-02-13,P_NA,NA,C,1186,1726
2024-02-13,P_EU,EU,A,2682,3457
2024-02-13,P_EU,EU,B,3030,2983
2024-02-13,P_EU,EU,C,1527,3116
2024-02-13,P_APAC,APAC,A,1977,2012
2024-02-13,P_APAC,APAC,B,1138,1850
2024-02-13,P_APAC,APAC,C,1351,1684
2024-02-14,P_LATAM,LATAM,A,2106,3991
2024-02-14,P_LATAM,LATAM,B,2318,3862
