date,region,product,stock_level,warehouse_capacity
2024-01-10,APAC,C,723,9192
2024-01-11,LATAM,A,15409,13817
2024-01-11,LATAM,B,5872,11855
2024-01-11,LATAM,C,-14,8704
2024-01-11,NA,A,4794,11062
2024-01-11,NA,B,2021,12660
2024-01-11,NA,C,7650,10661
2024-01-11,EU,A,5447,8719
2024-01-11,EU,B,12545,11968
2024-01-11,EU,C,3782,10645
2024-01-11,APAC,A,9031,13794
2024-01-11,APAC,B,4532,10230
2024-01-11,APAC,C,12401,12425
2024-01-12,LATAM,A,11061,9733
2024-01-12,LATAM,B,7493,12943
2024-01-12,LATAM,C,9336,12036
2024-01-12,NA,A,3923,9921
2024-01-12,NA,B,6386,12835
2024-01-12,NA,C,201,11453
2024-01-12,EU,A,5942,11120
2024-01-12,EU,B,9677,9261
2024-01-12,EU,C,3645,8264
2024-01-12,APAC,A,8058,9221
2024-01-12,APAC,B,10305,13985
2024-01-12,APAC,C,301,14517
2024-01-13,LATAM,A,10016,8620
2024-01-13,LATAM,B,6712,13253
2024-01-13,LATAM,C,2307,12697
2024-01-13,NA,A,4526,11682
2024-01-13,NA,B,50,9142
2024-01-13,NA,C,-244,9112
2024-01-13,EU,A,11424,13305
2024-01-13,EU,B,1712,12611
2024-01-13,EU,C,5087,14089
2024-01-13,APAC,A,10815,9601
2024-01-13,APAC,B,2071,10792
2024-01-13,APAC,C,7988,8796
2024-01-14,LATAM,A,16252,14389
2024-01-14,LATAM,B,8621,13927
2024-01-14,LATAM,C,14591,13361
2024-01-14,NA,A,2765,14960
2024-01-14,NA,B,9447,11385
2024-01-14,NA,C,13393,12205
2024-01-14,EU,A,4281,8915
2024-01-14,EU,B,2516,12607
2024-01-14,EU,C,8524,14360
2024-01-14,APAC,A,9834,9138
2024-01-14,APAC,B,4654,13054
2024-01-14,APAC,C,9139,12431
2024-01-15,LATAM,A,13200,14143
2024-01-15,LATAM,B,443,12173
2024-01-15,LATAM,C,358,9883
2024-01-15,NA,A,3852,14501
2024-01-15,NA,B,2746,13904
2024-01-15,NA,C,1189,12553
2024-01-15,EU,A,3541,8873
2024-01-15,EU,B,7562,12685
2024-01-15,EU,C,1094,8466
2024-01-15,APAC,A,7693,10570
2024-01-15,APAC,B,1503,13505
2024-01-15,APAC,C,10384,10826
2024-01-16,LATAM,A,15169,14100
2024-01-16,LATAM,B,6160,13148
2024-01-16,LATAM,C,593,12459
2024-01-16,NA,A,10376,10289
2024-01-16,NA,B,6686,14275
2024-01-16,NA,C,6833,14522
2024-01-16,EU,A,10025,9467
2024-01-16,EU,B,6930,9678
2024-01-16,EU,C,13736,12897
2024-01-16,APAC,A,4586,14661
2024-01-16,APAC,B,5442,9396
2024-01-16,APAC,C,6710,14252
2024-01-17,LATAM,A,10377,10735
2024-01-17,LATAM,B,10330,9533
2024-01-17,LATAM,C,537,10095
2024-01-17,NA,A,9832,13604
2024-01-17,NA,B,8416,10187
2024-01-17,NA,C,9745,11177
2024-01-17,EU,A,10332,13371
2024-01-17,EU,B,4142,10186
2024-01-17,EU,C,13397,14629
2024-01-17,APAC,A,4086,12227
2024-01-17,APAC,B,5206,14923
2024-01-17,APAC,C,541,12498
2024-01-18,LATAM,A,8623,9488
2024-01-18,LATAM,B,2483,10612
2024-01-18,LATAM,C,-166,8179
2024-01-18,NA,A,11199,11370
2024-01-18,NA,B,14438,14902
2024-01-18,NA,C,13279,11520
2024-01-18,EU,A,6809,13138
2024-01-18,EU,B,4812,14314
2024-01-18,EU,C,2140,13095
2024-01-18,APAC,A,14952,13209
2024-01-18,APAC,B,6865,13398
2024-01-18,APAC,C,349,14687
2024-01-19,LATAM,A,106,9639
2024-01-19,LATAM,B,11680,12737
2024-01-19,LATAM,C,606,10687
2024-01-19,NA,A,6743,10647
2024-01-19,NA,B,8161,8079
2024-01-19,NA,C,-329,8280
2024-01-19,EU,A,5603,13271
2024-01-19,EU,B,7576,8291
2024-01-19,EU,C,3058,10269
2024-01-19,APAC,A,4183,12874
2024-01-19,APAC,B,7004,14213
2024-01-19,APAC,C,9088,8035
2024-01-20,LATAM,A,7807,14462
2024-01-20,LATAM,B,7043,13817
2024-01-20,LATAM,C,8916,8115
2024-01-20,NA,A,2331,12156
2024-01-20,NA,B,9467,11980
2024-01-20,NA,C,14402,12544
2024-01-20,EU,A,4222,8083
2024-01-20,EU,B,9769,14068
2024-01-20,EU,C,5016,10338
2024-01-20,APAC,A,15823,14101
2024-01-20,APAC,B,10104,12216
2024-01-20,APAC,C,461,10081
2024-01-21,LATAM,A,619,11996
2024-01-21,LATAM,B,90,12202
2024-01-21,LATAM,C,12593,11022
2024-01-21,NA,A,-398,9592
2024-01-21,NA,B,15055,13817
2024-01-21,NA,C,5524,12326
2024-01-21,EU,A,4972,11317
2024-01-21,EU,B,9871,13490
2024-01-21,EU,C,1884,12154
2024-01-21,APAC,A,7181,9631
2024-01-21,APAC,B,7186,12649
2024-01-21,APAC,C,4218,8261
2024-01-22,LATAM,A,2971,13658
2024-01-22,LATAM,B,1478,10790
2024-01-22,LATAM,C,272,14610
2024-01-22,NA,A,-16,13353
2024-01-22,NA,B,99,8912
2024-01-22,NA,C,1080,14915
2024-01-22,EU,A,-468,13655
2024-01-22,EU,B,10806,14138
2024-01-22,EU,C,12767,14314
2024-01-22,APAC,A,3937,14386
2024-01-22,APAC,B,1078,11250
2024-01-22,APAC,C,1784,14183
2024-01-23,LATAM,A,6948,9134
2024-01-23,LATAM,B,6126,8553
2024-01-23,LATAM,C,8859,12461
2024-01-23,NA,A,3405,8007
2024-01-23,NA,B,11032,11959
2024-01-23,NA,C,6952,8781
2024-01-23,EU,A,5263,12585
2024-01-23,EU,B,6047,9954
2024-01-23,EU,C,12713,13254
2024-01-23,APAC,A,5262,10665
2024-01-23,APAC,B,6130,8556
2024-01-23,APAC,C,2871,11555
2024-01-24,LATAM,A,5362,9842
2024-01-24,LATAM,B,5021,13359
2024-01-24,LATAM,C,9182,14424
2024-01-24,NA,A,6694,13362
2024-01-24,NA,B,6508,9348
2024-01-24,NA,C,103,11377
2024-01-24,EU,A,14696,12896
2024-01-24,EU,B,619,14827
2024-01-24,EU,C,3645,8590
2024-01-24,APAC,A,7662,13928
2024-01-24,APAC,B,4730,8983
2024-01-24,APAC,C,-409,10486
2024-01-25,LATAM,A,1222,9723
2024-01-25,LATAM,B,12164,14435
2024-01-25,LATAM,C,3268,12187
2024-01-25,NA,A,1680,13025
2024-01-25,NA,B,1108,12105
2024-01-25,NA,C,6658,14980
2024-01-25,EU,A,2075,9227
2024-01-25,EU,B,7331,13070
2024-01-25,EU,C,57,11517
2024-01-25,APAC,A,3611,9827
2024-01-25,APAC,B,10134,12278
2024-01-25,APAC,C,1608,13441
2024-01-26,LATAM,A,6729,11374
2024-01-26,LATAM,B,5196,8099
2024-01-26,LATAM,C,1728,10646
2024-01-26,NA,A,1553,8558
2024-01-26,NA,B,9024,10714
2024-01-26,NA,C,11052,12404
2024-01-26,EU,A,651,14852
2024-01-26,EU,B,8638,13163
2024-01-26,EU,C,7398,10192
2024-01-26,APAC,A,11360,13915
2024-01-26,APAC,B,9296,12154
2024-01-26,APAC,C,11542,14554
2024-01-27,LATAM,A,2348,9281
2024-01-27,LATAM,B,1354,9261
2024-01-27,LATAM,C,1105,8651
2024-01-27,NA,A,-216,12936
2024-01-27,NA,B,893,12247
2024-01-27,NA,C,7413,11592
2024-01-27,EU,A,14154,14372
2024-01-27,EU,B,13090,13769
2024-01-27,EU,C,11765,13791
2024-01-27,APAC,A,3652,14126
2024-01-27,APAC,B,8522,13132
2024-01-27,APAC,C,1862,9934
2024-01-28,LATAM,A,13140,11608
2024-01-28,LATAM,B,7530,13776
2024-01-28,LATAM,C,6475,12311
2024-01-28,NA,A,-78,9000
2024-01-28,NA,B,11393,13801
2024-01-28,NA,C,7370,9393
2024-01-28,EU,A,5722,13873
2024-01-28,EU,B,-296,10429
2024-01-28,EU,C,-154,14243
2024-01-28,APAC,A,11446,13995
2024-01-28,APAC,B,2641,8631
2024-01-28,APAC,C,2627,13950
2024-01-29,LATAM,A,8750,14755
2024-01-29,LATAM,B,1898,8030
2024-01-29,LATAM,C,11000,10969
2024-01-29,NA,A,13375,11866
2024-01-29,NA,B,2126,8840
2024-01-29,NA,C,4235,8698
2024-01-29,EU,A,13183,14160
2024-01-29,EU,B,9729,12966
2024-01-29,EU,C,6523,13021
2024-01-29,APAC,A,8974,12487
2024-01-29,APAC,B,8834,14301
2024-01-29,APAC,C,1668,10317
2024-01-30,LATAM,A,3979,13270
2024-01-30,LATAM,B,2957,11319
2024-01-30,LATAM,C,3298,8920
2024-01-30,NA,A,10141,12085
2024-01-30,NA,B,6712,14963
2024-01-30,NA,C,4766,11217
2024-01-30,EU,A,541,14884
2024-01-30,EU,B,466,8623
2024-01-30,EU,C,308,13086
2024-01-30,APAC,A,6677,9317
2024-01-30,APAC,B,9438,12721
2024-01-30,APAC,C,8714,11979
2024-01-31,LATAM,A,6725,14346
2024-01-31,LATAM,B,1805,11799
2024-01-31,LATAM,C,4045,11053
2024-01-31,NA,A,1006,11109
2024-01-31,NA,B,10565,8944
2024-01-31,NA,C,5224,13056
2024-01-31,EU,A,10982,11772
2024-01-31,EU,B,3521,13904
2024-01-31,EU,C,5627,10279
2024-01-31,APAC,A,10284,12431
2024-01-31,APAC,B,2505,14354
2024-01-31,APAC,C,9424,14668
2024-02-01,LATAM,A,2104,12082
2024-02-01,LATAM,B,10505,11802
2024-02-01,LATAM,C,9589,10375
2024-02-01,NA,A,13803,12177
2024-02-01,NA,B,7294,11862
2024-02-01,NA,C,6670,14261
2024-02-01,EU,A,13402,13665
2024-02-01,EU,B,12507,13048
2024-02-01,EU,C,8401,13386
2024-02-01,APAC,A,2141,14217
2024-02-01,APAC,B,6533,9475
2024-02-01,APAC,C,7329,13746
2024-02-02,LATAM,A,14480,13375
2024-02-02,LATAM,B,7164,14831
2024-02-02,LATAM,C,3145,8471
2024-02-02,NA,A,10204,11099
2024-02-02,NA,B,7917,11535
2024-02-02,NA,C,12239,10720
2024-02-02,EU,A,2183,10561
2024-02-02,EU,B,2050,12465
2024-02-02,EU,C,8708,11598
2024-02-02,APAC,A,10355,9119
2024-02-02,APAC,B,11284,9767
2024-02-02,APAC,C,838,9908
2024-02-03,LATAM,A,6959,14580
2024-02-03,LATAM,B,6223,9206
2024-02-03,LATAM,C,12828,12286
2024-02-03,NA,A,11496,11509
2024-02-03,NA,B,2772,8889
2024-02-03,NA,C,7371,12044
2024-02-03,EU,A,3413,14830
2024-02-03,EU,B,992,12096
2024-02-03,EU,C,3907,12385
2024-02-03,APAC,A,10964,9728
2024-02-03,APAC,B,1729,9940
2024-02-03,APAC,C,6197,9721
2024-02-04,LATAM,A,6007,14628
2024-02-04,LATAM,B,13142,14559
2024-02-04,LATAM,C,8634,12196
2024-02-04,NA,A,10839,10133
2024-02-04,NA,B,5096,8649
2024-02-04,NA,C,693,8644
2024-02-04,EU,A,9888,13834
2024-02-04,EU,B,10527,12365
2024-02-04,EU,C,12184,13208
2024-02-04,APAC,A,4529,8699
2024-02-04,APAC,B,15109,14347
2024-02-04,APAC,C,1395,13663
2024-02-05,LATAM,A,50,11146
2024-02-05,LATAM,B,1994,9007
2024-02-05,LATAM,C,4393,10299
2024-02-05,NA,A,3803,9007
2024-02-05,NA,B,7407,8476
2024-02-05,NA,C,10781,8899
2024-02-05,EU,A,1129,9377
2024-02-05,EU,B,7270,12631
2024-02-05,EU,C,9179,8149
2024-02-05,APAC,A,8598,12757
2024-02-05,APAC,B,2051,14306
2024-02-05,APAC,C,4157,12446
2024-02-06,LATAM,A,435,10300
2024-02-06,LATAM,B,10174,10496
2024-02-06,LATAM,C,9532,14574
2024-02-06,NA,A,13582,11931
2024-02-06,NA,B,9047,9453
2024-02-06,NA,C,9099,14900
2024-02-06,EU,A,6081,11413
2024-02-06,EU,B,2996,11694
2024-02-06,EU,C,4731,8752
2024-02-06,APAC,A,8789,12419
2024-02-06,APAC,B,-136,13761
2024-02-06,APAC,C,6079,12365
2024-02-07,LATAM,A,1396,11410
2024-02-07,LATAM,B,-440,14877
2024-02-07,LATAM,C,9504,8373
2024-02-07,NA,A,10716,11138
2024-02-07,NA,B,1081,9280
2024-02-07,NA,C,2329,10728
2024-02-07,EU,A,14568,14389
2024-02-07,EU,B,8413,14149
2024-02-07,EU,C,8174,13798
2024-02-07,APAC,A,3382,9982
2024-02-07,APAC,B,8242,12709
2024-02-07,APAC,C,9052,11144
2024-02-08,LATAM,A,6897,14570
2024-02-08,LATAM,B,6172,14001
2024-02-08,LATAM,C,15411,13699
2024-02-08,NA,A,11058,13050
2024-02-08,NA,B,1221,13835
2024-02-08,NA,C,10090,8537
2024-02-08,EU,A,9418,12307
2024-02-08,EU,B,86,11788
2024-02-08,EU,C,8425,14497
2024-02-08,APAC,A,8606,9382
2024-02-08,APAC,B,5085,10232
2024-02-08,APAC,C,3856,11700
2024-02-09,LATAM,A,6788,10270
2024-02-09,LATAM,B,4087,9742
2024-02-09,LATAM,C,1456,11208
2024-02-09,NA,A,2025,8388
2024-02-09,NA,B,1273,11367
2024-02-09,NA,C,8999,14178
2024-02-09,EU,A,6705,10119
2024-02-09,EU,B,7979,9302
2024-02-09,EU,C,110,11468
2024-02-09,APAC,A,6518,14781
2024-02-09,APAC,B,7231,14980
2024-02-09,APAC,C,11448,9857
2024-02-10,LATAM,A,12315,14991
2024-02-10,LATAM,B,2680,14603
2024-02-10,LATAM,C,3426,8304
2024-02-10,NA,A,2871,8393
2024-02-10,NA,B,-15,14715
2024-02-10,NA,C,9842,8394
2024-02-10,EU,A,8328,12523
2024-02-10,EU,B,1681,10931
2024-02-10,EU,C,-265,9085
2024-02-10,APAC,A,9098,11120
2024-02-10,APAC,B,11667,11550
2024-02-10,APAC,C,2302,14860
2024-02-11,LATAM,A,7424,12388
2024-02-11,LATAM,B,11383,11806
2024-02-11,LATAM,C,7919,10343
2024-02-11,NA,A,11577,12076
2024-02-11,NA,B,1229,10836
2024-02-11,NA,C,11779,12730
2024-02-11,EU,A,12275,13015
2024-02-11,EU,B,4782,10903
2024-02-11,EU,C,5387,10343
2024-02-11,APAC,A,549,12147
2024-02-11,APAC,B,10925,8939
2024-02-11,APAC,C,9511,12909
2024-02-12,LATAM,A,6343,8027
2024-02-12,LATAM,B,32,11927
2024-02-12,LATAM,C,28,9654
2024-02-12,NA,A,4947,9491
2024-02-12,NA,B,2820,12149
2024-02-12,NA,C,5572,10325
2024-02-12,EU,A,10851,14699
2024-02-12,EU,B,3372,13264
2024-02-12,EU,C,-451,10650
2024-02-12,APAC,A,722,11653
2024-02-12,APAC,B,3838,10390
2024-02-12,APAC,C,6574,8150
2024-02-13,LATAM,A,2809,12242
2024-02-13,LATAM,B,1096,12762
2024-02-13,LATAM,C,2766,9795
2024-02-13,NA,A,5776,8804
2024-02-13,NA,B,2952,14101
2024-02-13,NA,C,7383,8366
2024-02-13,EU,A,11155,12808
2024-02-13,EU,B,14705,14586
2024-02-13,EU,C,5513,14231
2024-02-13,APAC,A,8724,11412
2024-02-13,APAC,B,2968,13616
2024-02-13,APAC,C,13619,14688
2024-02-14,LATAM,A,9326,9832
2024-02-14,LATAM,B,7491,8704
2024-02-14,LATAM,C,3423,14040
2024-02-14,NA,A,7546,14346
2024-02-14,NA,B,-429,12362
2024-02-14,NA,C,4244,9045
2024-02-14,EU,A,11060,14663
2024-02-14,EU,B,4516,10047
2024-02-14,EU,C,9044,12047
2024-02-14,APAC,A,4343,8576
2024-02-14,APAC,B,14005,12787
2024-02-14,APAC,C,7404,13722
2024-02-15,LATAM,A,11338,13793
2024-02-15,LATAM,B,12617,14095
2024-02-15,LATAM,C,5405,9016
2024-02-15,NA,A,9998,13320
2024-02-15,NA,B,7407,14490
2024-02-15,NA,C,-257,10106
2024-02-15,EU,A,-235,8198
2024-02-15,EU,B,15411,14031
2024-02-15,EU,C,5657,9565
2024-02-15,APAC,A,4474,14131
2024-02-15,APAC,B,10820,11261
2024-02-15,APAC,C,5123,14669
2024-02-16,LATAM,A,2431,14952
2024-02-16,LATAM,B,12644,14598
2024-02-16,LATAM,C,9969,10846
2024-02-16,NA,A,2653,12867
2024-02-16,NA,B,4329,10963
2024-02-16,NA,C,8759,8726
2024-02-16,EU,A,7753,8698
2024-02-16,EU,B,4210,11159
2024-02-16,EU,C,12723,11913
2024-02-16,APAC,A,3257,13822
2024-02-16,APAC,B,6726,12621
2024-02-16,APAC,C,-318,11158
2024-02-17,LATAM,A,3725,13262
2024-02-17,LATAM,B,9322,11208
2024-02-17,LATAM,C,11298,9965
2024-02-17,NA,A,352,9044
2024-02-17,NA,B,1191,10976
2024-02-17,NA,C,10502,12242
2024-02-17,EU,A,2223,9448
2024-02-17,EU,B,5581,12983
2024-02-17,EU,C,485,9966
2024-02-17,APAC,A,482,10753
2024-02-17,APAC,B,16074,14333
2024-02-17,APAC,C,11870,13839
2024-02-18,LATAM,A,891,12572
2024-02-18,LATAM,B,8169,10577
2024-02-18,LATAM,C,8703,8535
2024-02-18,NA,A,3787,12288
2024-02-18,NA,B,10600,12664
2024-02-18,NA,C,5859,10806
2024-02-18,EU,A,12686,13292
2024-02-18,EU,B,-375,12403
2024-02-18,EU,C,12635,11704
2024-02-18,APAC,A,12144,10510
2024-02-18,APAC,B,3742,8722
2024-02-18,APAC,C,13404,13355
2024-02-19,LATAM,A,8356,11617
2024-02-19,LATAM,B,2228,14930
2024-02-19,LATAM,C,6732,8602
2024-02-19,NA,A,7854,9013
2024-02-19,NA,B,1094,11132
2024-02-19,NA,C,7188,14019
2024-02-19,EU,A,5654,8477
2024-02-19,EU,B,7394,12940
2024-02-19,EU,C,7666,11182
2024-02-19,APAC,A,5597,12430
2024-02-19,APAC,B,11748,11942
2024-02-19,APAC,C,3019,12471
2024-02-20,LATAM,A,4051,9536
2024-02-20,LATAM,B,7067,13620
2024-02-20,LATAM,C,6662,9251
2024-02-20,NA,A,10678,9658
2024-02-20,NA,B,-315,14061
2024-02-20,NA,C,8278,14744
2024-02-20,EU,A,10328,13205
2024-02-20,EU,B,11070,13813
2024-02-20,EU,C,5833,11881
2024-02-20,APAC,A,13651,13769
2024-02-20,APAC,B,7109,10814
2024-02-20,APAC,C,5391,10474
2024-02-21,LATAM,A,1793,11533
2024-02-21,LATAM,B,9192,14247
2024-02-21,LATAM,C,2444,11172
2024-02-21,NA,A,3443,8809
2024-02-21,NA,B,4143,8080
2024-02-21,NA,C,8197,10233
2024-02-21,EU,A,7154,9026
2024-02-21,EU,B,6250,8933
2024-02-21,EU,C,1529,9862
2024-02-21,APAC,A,10939,9776
2024-02-21,APAC,B,2199,12464
2024-02-21,APAC,C,9628,8578
2024-02-22,LATAM,A,6152,11648
2024-02-22,LATAM,B,3015,12106
2024-02-22,LATAM,C,420,8078
2024-02-22,NA,A,2914,10666
2024-02-22,NA,B,10109,11170
2024-02-22,NA,C,253,8390
2024-02-22,EU,A,9811,9844
2024-02-22,EU,B,2009,14799
2024-02-22,EU,C,7900,8553
2024-02-22,APAC,A,260,8534
2024-02-22,APAC,B,15365,14695
2024-02-22,APAC,C,-365,10108
2024-02-23,LATAM,A,6761,10724
2024-02-23,LATAM,B,5822,9325
2024-02-23,LATAM,C,5147,12577
2024-02-23,NA,A,4199,13059
2024-02-23,NA,B,9896,10128
2024-02-23,NA,C,4081,11864
2024-02-23,EU,A,3197,11529
2024-02-23,EU,B,6332,10711
2024-02-23,EU,C,4396,9910
2024-02-23,APAC,A,5140,11700
2024-02-23,APAC,B,14597,12797
2024-02-23,APAC,C,3704,8790
2024-02-24,LATAM,A,-45,10663
2024-02-24,LATAM,B,1728,9589
2024-02-24,LATAM,C,6451,13516
2024-02-24,NA,A,3588,11124
2024-02-24,NA,B,6596,9036
2024-02-24,NA,C,4713,11579
2024-02-24,EU,A,4711,10328
2024-02-24,EU,B,12931,13526
2024-02-24,EU,C,9035,10046
2024-02-24,APAC,A,10981,14960
2024-02-24,APAC,B,14097,12878
2024-02-24,APAC,C,8481,11027
2024-02-25,LATAM,A,1751,11187
2024-02-25,LATAM,B,525,12691
2024-02-25,LATAM,C,12153,11613
2024-02-25,NA,A,7637,12099
2024-02-25,NA,B,5431,8177
2024-02-25,NA,C,6825,12856
2024-02-25,EU,A,11114,13746
2024-02-25,EU,B,126,13087
2024-02-25,EU,C,10454,11675
2024-02-25,APAC,A,8946,8071
2024-02-25,APAC,B,3056,10266
2024-02-25,APAC,C,2051,10027
2024-02-26,LATAM,A,9196,14236
2024-02-26,LATAM,B,3242,13656
2024-02-26,LATAM,C,3651,13369
2024-02-26,NA,A,4244,13901
2024-02-26,NA,B,13303,14506
2024-02-26,NA,C,9008,12094
2024-02-26,EU,A,4678,9020
2024-02-26,EU,B,14275,12783
2024-02-26,EU,C,2600,12830
2024-02-26,APAC,A,-128,14790
2024-02-26,APAC,B,-221,12191
2024-02-26,APAC,C,14230,14765
2024-02-27,LATAM,A,5354,13726
2024-02-27,LATAM,B,12441,10744
2024-02-27,LATAM,C,9148,9155
2024-02-27,NA,A,7114,10633
2024-02-27,NA,B,2309,11080
2024-02-27,NA,C,8217,12447
2024-02-27,EU,A,-355,12133
2024-02-27,EU,B,-65,10003
2024-02-27,EU,C,4568,13312
2024-02-27,APAC,A,11999,12462
2024-02-27,APAC,B,10171,10450
2024-02-27,APAC,C,11772,13027
2024-02-28,LATAM,A,13270,12641
2024-02-28,LATAM,B,7083,13937
2024-02-28,LATAM,C,1420,14496
2024-02-28,NA,A,3265,13814
2024-02-28,NA,B,7504,10571
2024-02-28,NA,C,4599,13217
2024-02-28,EU,A,10481,14374
2024-02-28,EU,B,425,8024
2024-02-28,EU,C,6988,8760
2024-02-28,APAC,A,10900,11074
2024-02-28,APAC,B,3176,12084
2024-02-28,APAC,C,6010,13513
2024-02-29,LATAM,A,1555,13080
2024-02-29,LATAM,B,4807,8855
2024-02-29,LATAM,C,-86,14171
2024-02-29,NA,A,2056,12290
2024-02-29,NA,B,7004,11160
2024-02-29,NA,C,11724,11620
2024-02-29,EU,A,11049,13469
2024-02-29,EU,B,1705,11408
2024-02-29,EU,C,246,9647
2024-02-29,APAC,A,4468,11813
2024-02-29,APAC,B,8723,9902
2024-02-29,APAC,C,8766,10781
2024-03-01,LATAM,A,7158,8915
2024-03-01,LATAM,B,5271,9838
2024-03-01,LATAM,C,-447,13738
2024-03-01,NA,A,8924,11125
2024-03-01,NA,B,10371,11102
2024-03-01,NA,C,3520,14451
2024-03-01,EU,A,11829,13299
2024-03-01,EU,B,9750,9051
2024-03-01,EU,C,421,10914
2024-03-01,APAC,A,6536,10876
2024-03-01,APAC,B,9464,10064
2024-03-01,APAC,C,4068,8233
2024-03-02,LATAM,A,13290,13226
2024-03-02,LATAM,B,8442,9800
2024-03-02,LATAM,C,12236,12067
2024-03-02,NA,A,13284,14150
2024-03-02,NA,B,7747,9147
2024-03-02,NA,C,13484,11814
2024-03-02,EU,A,873,13104
2024-03-02,EU,B,1661,12602
2024-03-02,EU,C,6088,11521
2024-03-02,APAC,A,5263,12734
2024-03-02,APAC,B,10669,14500
2024-03-02,APAC,C,9519,9917
2024-03-03,LATAM,A,11263,10887
2024-03-03,LATAM,B,11568,10188
2024-03-03,LATAM,C,6306,10892
2024-03-03,NA,A,10816,12522
2024-03-03,NA,B,5479,8738
2024-03-03,NA,C,8015,9398
2024-03-03,EU,A,25,10604
2024-03-03,EU,B,4751,14561
2024-03-03,EU,C,13834,12582
2024-03-03,APAC,A,4891,13385
2024-03-03,APAC,B,7991,10986
2024-03-03,APAC,C,1726,12155
2024-03-04,LATAM,A,1950,8048
2024-03-04,LATAM,B,441,9572
2024-03-04,LATAM,C,12141,12149
2024-03-04,NA,A,6600,14755
2024-03-04,NA,B,15971,14176
2024-03-04,NA,C,7084,9111
2024-03-04,EU,A,3140,14652
2024-03-04,EU,B,7558,8579
2024-03-04,EU,C,5652,8748
2024-03-04,APAC,A,3761,10955
2024-03-04,APAC,B,4594,14700
2024-03-04,APAC,C,2027,14790
2024-03-05,LATAM,A,7696,10395
2024-03-05,LATAM,B,14302,13532
2024-03-05,LATAM,C,6813,8526
2024-03-05,NA,A,-32,14314
2024-03-05,NA,B,3144,8471
2024-03-05,NA,C,6073,8403
2024-03-05,EU,A,794,13531
2024-03-05,EU,B,11656,11416
2024-03-05,EU,C,9981,8708
2024-03-05,APAC,A,8765,12712
2024-03-05,APAC,B,4085,8584
2024-03-05,APAC,C,5384,9155
2024-03-06,LATAM,A,-124,8993
2024-03-06,LATAM,B,4617,12149
2024-03-06,LATAM,C,6585,9547
2024-03-06,NA,A,540,9882
2024-03-06,NA,B,4732,14460
2024-03-06,NA,C,4162,10002
2024-03-06,EU,A,1908,12381
2024-03-06,EU,B,4472,11606
2024-03-06,EU,C,6713,9228
2024-03-06,APAC,A,5610,12677
2024-03-06,APAC,B,9870,14509
2024-03-06,APAC,C,12375,11190
2024-03-07,LATAM,A,5636,10251
2024-03-07,LATAM,B,8973,14183
2024-03-07,LATAM,C,-377,11891
2024-03-07,NA,A,8341,9631
2024-03-07,NA,B,9518,14046
2024-03-07,NA,C,7253,9635
2024-03-07,EU,A,12101,12383
2024-03-07,EU,B,2254,11807
2024-03-07,EU,C,10329,11401
2024-03-07,APAC,A,8045,14641
2024-03-07,APAC,B,10752,9185
2024-03-07,APAC,C,8054,14664
2024-03-08,LATAM,A,14337,12466
2024-03-08,LATAM,B,10892,14896
2024-03-08,LATAM,C,-397,10312
2024-03-08,NA,A,11213,12615
2024-03-08,NA,B,12279,11405
2024-03-08,NA,C,-405,14757
2024-03-08,EU,A,13258,12500
2024-03-08,EU,B,1830,10358
2024-03-08,EU,C,11468,11761
2024-03-08,APAC,A,10307,14531
2024-03-08,APAC,B,5779,12204
2024-03-08,APAC,C,1416,10190
2024-03-09,LATAM,A,15604,13718
2024-03-09,LATAM,B,4805,9359
2024-03-09,LATAM,C,4935,14558
2024-03-09,NA,A,15286,14429
2024-03-09,NA,B,11166,10211
2024-03-09,NA,C,322,12409
2024-03-09,EU,A,10909,11850
2024-03-09,EU,B,9933,13128
2024-03-09,EU,C,8720,8228
2024-03-09,APAC,A,10760,13284
2024-03-09,APAC,B,-400,10314
2024-03-09,APAC,C,5745,11623
2024-03-10,LATAM,A,3100,12587
2024-03-10,LATAM,B,902,12913
2024-03-10,LATAM,C,6266,9971
2024-03-10,NA,A,3705,10408
2024-03-10,NA,B,3548,9550
2024-03-10,NA,C,7502,11929
2024-03-10,EU,A,8161,14857
2024-03-10,EU,B,6298,11966
2024-03-10,EU,C,11869,11934
2024-03-10,APAC,A,1816,10874
2024-03-10,APAC,B,12561,13306
2024-03-10,APAC,C,-315,10510
2024-03-11,LATAM,A,1589,8917
2024-03-11,LATAM,B,9187,9455
2024-03-11,LATAM,C,8612,10807
2024-03-11,NA,A,2499,14146
2024-03-11,NA,B,4477,13220
2024-03-11,NA,C,1060,12840
2024-03-11,EU,A,2089,10823
2024-03-11,EU,B,2005,13488
2024-03-11,EU,C,-247,9030
2024-03-11,APAC,A,12308,14441
2024-03-11,APAC,B,8774,14928
2024-03-11,APAC,C,7853,11049
2024-03-12,LATAM,A,4194,12896
2024-03-12,LATAM,B,3488,12659
2024-03-12,LATAM,C,7576,9087
2024-03-12,NA,A,3970,12245
2024-03-12,NA,B,8086,12133
2024-03-12,NA,C,11709,11471
2024-03-12,EU,A,1384,9874
2024-03-12,EU,B,3020,11175
2024-03-12,EU,C,5071,9484
2024-03-12,APAC,A,14670,12764
2024-03-12,APAC,B,5860,8753
2024-03-12,APAC,C,9823,14558
2024-03-13,LATAM,A,12092,12348
2024-03-13,LATAM,B,4932,8802
2024-03-13,LATAM,C,12078,10257
