order_id,region,product,order_date,requested_delivery_date,actual_delivery_date,quantity
3533,EU,C,2024-02-23,2024-02-28,2024-03-09,1526
3534,APAC,A,2024-02-23,2024-02-28,2024-03-01,510
3535,APAC,B,2024-02-23,2024-02-28,2024-03-02,2609
3536,APAC,C,2024-02-23,2024-02-28,2024-03-01,2537
3537,LATAM,A,2024-02-24,2024-02-29,2024-02-29,2551
3538,LATAM,B,2024-02-24,2024-02-29,2024-03-03,1350
3539,LATAM,C,2024-02-24,2024-02-29,2024-02-29,2837
3540,NA,A,2024-02-24,2024-02-29,2024-03-01,2613
3541,NA,B,2024-02-24,2024-02-29,2024-03-10,1008
3542,NA,C,2024-02-24,2024-02-29,2024-03-03,1311
3543,EU,A,2024-02-24,2024-02-29,2024-02-29,580
3544,APAC,B,2024-02-24,2024-02-29,2024-03-07,1230
3545,LATAM,A,2024-02-25,2024-03-01,2024-03-03,1359
3546,LATAM,B,2024-02-25,2024-03-01,2024-03-01,1177
3547,NA,A,2024-02-25,2024-03-01,2024-03-03,755
3548,NA,B,2024-02-25,2024-03-01,2024-03-01,2003
3549,NA,C,2024-02-25,2024-03-01,2024-03-03,787
3550,EU,A,2024-02-25,2024-03-01,2024-03-03,1462
3551,EU,B,2024-02-25,2024-03-01,2024-03-02,1303
3552,EU,C,2024-02-25,2024-03-01,2024-03-04,1796
3553,APAC,A,2024-02-25,2024-03-01,2024-03-01,1871
3554,LATAM,A,2024-02-26,2024-03-02,2024-03-03,890
3555,LATAM,B,2024-02-26,2024-03-02,2024-03-09,2357
3556,NA,A,2024-02-26,2024-03-02,2024-03-03,1651
3557,NA,B,2024-02-26,2024-03-02,2024-03-05,2829
3558,NA,C,2024-02-26,2024-03-02,2024-03-03,2855
3559,EU,A,2024-02-26,2024-03-02,2024-03-05,2118
3560,EU,B,2024-02-26,2024-03-02,2024-03-03,1495
3561,EU,C,2024-02-26,2024-03-02,2024-03-12,2231
3562,LATAM,A,2024-02-27,2024-03-03,2024-03-03,2536
3563,LATAM,B,2024-02-27,2024-03-03,2024-03-10,782
3564,LATAM,C,2024-02-27,2024-03-03,2024-03-13,863
3565,NA,B,2024-02-27,2024-03-03,2024-03-03,1834
3566,NA,C,2024-02-27,2024-03-03,2024-03-06,2002
3567,EU,A,2024-02-27,2024-03-03,2024-03-13,1038
3568,APAC,B,2024-02-27,2024-03-03,2024-03-04,2632
3569,LATAM,A,2024-02-28,2024-03-04,2024-03-04,1382
3570,LATAM,B,2024-02-28,2024-03-04,2024-03-05,1163
3571,LATAM,C,2024-02-28,2024-03-04,2024-03-14,1477
3572,NA,B,2024-02-28,2024-03-04,2024-03-05,2406
3573,NA,C,2024-02-28,2024-03-04,2024-03-05,1999
3574,EU,A,2024-02-28,2024-03-04,2024-03-04,1046
3575,EU,B,2024-02-28,2024-03-04,2024-03-07,2609
3576,APAC,A,2024-02-28,2024-03-04,2024-03-14,2049
3577,APAC,C,2024-02-28,2024-03-04,2024-03-05,2039
3578,LATAM,A,2024-02-29,2024-03-05,,2912
3579,LATAM,C,2024-02-29,2024-03-05,2024-03-15,737
3580,NA,A,2024-02-29,2024-03-05,2024-03-06,2935
3581,NA,B,2024-02-29,2024-03-05,2024-03-15,1481
3582,NA,C,2024-02-29,2024-03-05,2024-03-15,2609
3583,EU,B,2024-02-29,2024-03-05,2024-03-05,1610
3584,EU,C,2024-02-29,2024-03-05,2024-03-08,2088
3585,APAC,A,2024-02-29,2024-03-05,2024-03-12,2766
3586,APAC,B,2024-02-29,2024-03-05,2024-03-05,1150
3587,APAC,C,2024-02-29,2024-03-05,2024-03-06,537
3588,LATAM,A,2024-03-01,2024-03-06,2024-03-16,1123
3589,LATAM,C,2024-03-01,2024-03-06,2024-03-08,2720
3590,NA,A,2024-03-01,2024-03-06,2024-03-07,1420
3591,NA,B,2024-03-01,2024-03-06,2024-03-08,955
3592,NA,C,2024-03-01,2024-03-06,2024-03-13,1803
3593,EU,A,2024-03-01,2024-03-06,2024-03-07,2702
3594,EU,C,2024-03-01,2024-03-06,2024-03-07,2737
3595,APAC,A,2024-03-01,2024-03-06,2024-03-16,2245
3596,LATAM,A,2024-03-02,2024-03-07,2024-03-07,2992
3597,LATAM,B,2024-03-02,2024-03-07,2024-03-08,843
3598,NA,A,2024-03-02,2024-03-07,2024-03-07,2769
3599,NA,B,2024-03-02,2024-03-07,2024-03-17,2804
3600,NA,C,2024-03-02,2024-03-07,2024-03-09,1852
3601,EU,A,2024-03-02,2024-03-07,2024-03-14,658
3602,EU,B,2024-03-02,2024-03-07,,2780
3603,APAC,A,2024-03-02,2024-03-07,2024-03-17,1165
3604,APAC,B,2024-03-02,2024-03-07,2024-03-09,2380
3605,APAC,C,2024-03-02,2024-03-07,2024-03-08,1245
3606,LATAM,A,2024-03-03,2024-03-08,2024-03-15,1276
3607,LATAM,B,2024-03-03,2024-03-08,2024-03-11,1249
3608,LATAM,C,2024-03-03,2024-03-08,2024-03-10,2181
3609,NA,B,2024-03-03,2024-03-08,2024-03-18,2665
3610,EU,A,2024-03-03,2024-03-08,2024-03-11,2566
3611,EU,B,2024-03-03,2024-03-08,2024-03-10,1859
3612,EU,C,2024-03-03,2024-03-08,2024-03-09,1694
3613,APAC,A,2024-03-03,2024-03-08,2024-03-10,884
3614,APAC,B,2024-03-03,2024-03-08,2024-03-08,2299
3615,APAC,C,2024-03-03,2024-03-08,2024-03-15,2803
3616,LATAM,B,2024-03-04,2024-03-09,2024-03-12,2146
3617,LATAM,C,2024-03-04,2024-03-09,2024-03-10,1576
3618,NA,A,2024-03-04,2024-03-09,2024-03-11,1349
3619,NA,B,2024-03-04,2024-03-09,2024-03-11,1945
3620,EU,A,2024-03-04,2024-03-09,2024-03-16,2811
3621,APAC,B,2024-03-04,2024-03-09,2024-03-09,991
3622,APAC,C,2024-03-04,2024-03-09,2024-03-19,2386
3623,LATAM,A,2024-03-05,2024-03-10,2024-03-17,862
3624,LATAM,B,2024-03-05,2024-03-10,2024-03-12,1070
3625,NA,A,2024-03-05,2024-03-10,2024-03-20,1422
3626,NA,C,2024-03-05,2024-03-10,2024-03-11,2333
3627,EU,A,2024-03-05,2024-03-10,2024-03-10,2351
3628,EU,B,2024-03-05,2024-03-10,2024-03-12,676
3629,APAC,B,2024-03-05,2024-03-10,2024-03-17,951
3630,LATAM,C,2024-03-06,2024-03-11,2024-03-14,651
3631,NA,A,2024-03-06,2024-03-11,,1582
3632,NA,B,2024-03-06,2024-03-11,2024-03-12,971
3633,NA,C,2024-03-06,2024-03-11,2024-03-11,1944
3634,EU,A,2024-03-06,2024-03-11,2024-03-14,1854
3635,EU,B,2024-03-06,2024-03-11,2024-03-14,1255
3636,EU,C,2024-03-06,2024-03-11,2024-03-14,2816
3637,APAC,B,2024-03-06,2024-03-11,2024-03-18,593
3638,APAC,C,2024-03-06,2024-03-11,2024-03-21,2910
3639,LATAM,A,2024-03-07,2024-03-12,2024-03-12,995
3640,LATAM,B,2024-03-07,2024-03-12,2024-03-15,1497
3641,LATAM,C,2024-03-07,2024-03-12,,1787
3642,NA,B,2024-03-07,2024-03-12,2024-03-15,1487
3643,NA,C,2024-03-07,2024-03-12,2024-03-22,2970
3644,EU,A,2024-03-07,2024-03-12,2024-03-14,1293
3645,EU,B,2024-03-07,2024-03-12,2024-03-14,1972
3646,APAC,A,2024-03-07,2024-03-12,2024-03-14,969
3647,APAC,B,2024-03-07,2024-03-12,2024-03-22,957
3648,APAC,C,2024-03-07,2024-03-12,2024-03-19,2502
3649,LATAM,A,2024-03-08,2024-03-13,2024-03-15,1740
3650,LATAM,B,2024-03-08,2024-03-13,,980
3651,LATAM,C,2024-03-08,2024-03-13,2024-03-13,2289
3652,NA,A,2024-03-08,2024-03-13,2024-03-13,1297
3653,NA,B,2024-03-08,2024-03-13,2024-03-13,2745
3654,NA,C,2024-03-08,2024-03-13,2024-03-14,2722
3655,EU,A,2024-03-08,2024-03-13,2024-03-15,1260
3656,EU,B,2024-03-08,2024-03-13,2024-03-14,1641
3657,APAC,B,2024-03-08,2024-03-13,,904
3658,APAC,C,2024-03-08,2024-03-13,2024-03-20,2345
3659,LATAM,A,2024-03-09,2024-03-14,2024-03-15,2748
3660,LATAM,B,2024-03-09,2024-03-14,2024-03-14,2122
3661,NA,B,2024-03-09,2024-03-14,2024-03-16,1878
3662,EU,C,2024-03-09,2024-03-14,2024-03-14,2230
3663,APAC,A,2024-03-09,2024-03-14,,1836
3664,APAC,B,2024-03-09,2024-03-14,2024-03-17,906
3665,APAC,C,2024-03-09,2024-03-14,2024-03-17,1360
3666,NA,C,2024-03-10,2024-03-15,2024-03-18,1234
3667,EU,A,2024-03-10,2024-03-15,2024-03-15,1382
3668,EU,B,2024-03-10,2024-03-15,2024-03-25,1863
3669,APAC,A,2024-03-10,2024-03-15,2024-03-25,1370
3670,APAC,C,2024-03-10,2024-03-15,2024-03-22,554
3671,LATAM,B,2024-03-11,2024-03-16,2024-03-16,922
3672,LATAM,C,2024-03-11,2024-03-16,2024-03-23,1871
3673,NA,A,2024-03-11,2024-03-16,2024-03-23,2097
3674,NA,B,2024-03-11,2024-03-16,2024-03-19,1775
3675,NA,C,2024-03-11,2024-03-16,2024-03-23,2490
3676,EU,B,2024-03-11,2024-03-16,2024-03-26,708
3677,EU,C,2024-03-11,2024-03-16,2024-03-18,2681
3678,APAC,A,2024-03-11,2024-03-16,2024-03-16,1964
3679,APAC,C,2024-03-11,2024-03-16,2024-03-17,1379
3680,LATAM,A,2024-03-12,2024-03-17,2024-03-18,2215
3681,LATAM,B,2024-03-12,2024-03-17,2024-03-20,1366
3682,NA,A,2024-03-12,2024-03-17,2024-03-27,2527
3683,NA,C,2024-03-12,2024-03-17,2024-03-27,2426
3684,EU,A,2024-03-12,2024-03-17,2024-03-18,2984
3685,EU,B,2024-03-12,2024-03-17,2024-03-17,1189
3686,EU,C,2024-03-12,2024-03-17,2024-03-24,2709
3687,APAC,A,2024-03-12,2024-03-17,2024-03-20,981
3688,APAC,B,2024-03-12,2024-03-17,2024-03-18,1003
3689,APAC,C,2024-03-12,2024-03-17,2024-03-27,1130
3690,LATAM,B,2024-03-13,2024-03-18,2024-03-19,2477
3691,LATAM,C,2024-03-13,2024-03-18,2024-03-19,1269
3692,NA,A,2024-03-13,2024-03-18,,1468
3693,NA,B,2024-03-13,2024-03-18,2024-03-28,1328
3694,NA,C,2024-03-13,2024-03-18,2024-03-18,2081
3695,EU,A,2024-03-13,2024-03-18,2024-03-15,658
3696,EU,B,2024-03-13,2024-03-18,2024-03-20,1266
3697,EU,C,2024-03-13,2024-03-18,2024-03-25,2715
3698,APAC,A,2024-03-13,2024-03-18,2024-03-18,849
3699,LATAM,A,2024-03-14,2024-03-19,2024-03-22,1115
3700,LATAM,B,2024-03-14,2024-03-19,2024-03-22,2484
3701,LATAM,C,2024-03-14,2024-03-19,2024-03-26,2022
3702,NA,B,2024-03-14,2024-03-19,2024-03-19,2260
3703,NA,C,2024-03-14,2024-03-19,2024-03-29,2191
3704,EU,A,2024-03-14,2024-03-19,2024-03-29,2948
3705,EU,B,2024-03-14,2024-03-19,2024-03-26,2268
3706,EU,C,2024-03-14,2024-03-19,2024-03-22,508
3707,APAC,B,2024-03-14,2024-03-19,2024-03-19,2567
3708,APAC,C,2024-03-14,2024-03-19,2024-03-22,1743
3709,LATAM,B,2024-03-15,2024-03-20,2024-03-23,1213
3710,LATAM,C,2024-03-15,2024-03-20,2024-03-23,2883
3711,NA,A,2024-03-15,2024-03-20,2024-03-17,2666
3712,NA,C,2024-03-15,2024-03-20,2024-03-20,2758
3713,EU,C,2024-03-15,2024-03-20,2024-03-21,2249
3714,APAC,A,2024-03-15,2024-03-20,2024-03-20,552
3715,APAC,C,2024-03-15,2024-03-20,2024-03-23,2772
3716,LATAM,A,2024-03-16,2024-03-21,2024-03-22,837
3717,LATAM,B,2024-03-16,2024-03-21,2024-03-22,2136
3718,LATAM,C,2024-03-16,2024-03-21,2024-03-21,1774
3719,NA,B,2024-03-16,2024-03-21,2024-03-28,2127
3720,NA,C,2024-03-16,2024-03-21,2024-03-22,2329
3721,EU,B,2024-03-16,2024-03-21,2024-03-22,708
3722,EU,C,2024-03-16,2024-03-21,2024-03-21,651
3723,APAC,A,2024-03-16,2024-03-21,2024-03-21,1561
3724,LATAM,A,2024-03-17,2024-03-22,2024-03-29,1413
3725,LATAM,B,2024-03-17,2024-03-22,2024-03-23,987
3726,LATAM,C,2024-03-17,2024-03-22,,1335
3727,NA,A,2024-03-17,2024-03-22,2024-03-24,1331
3728,NA,B,2024-03-17,2024-03-22,2024-03-29,2254
3729,NA,C,2024-03-17,2024-03-22,2024-03-29,1730
3730,EU,A,2024-03-17,2024-03-22,2024-03-22,2492
3731,APAC,B,2024-03-17,2024-03-22,2024-03-19,906
3732,LATAM,B,2024-03-18,2024-03-23,2024-03-23,715
3733,NA,A,2024-03-18,2024-03-23,2024-03-25,1271
3734,EU,A,2024-03-18,2024-03-23,2024-03-30,1153
3735,APAC,A,2024-03-18,2024-03-23,2024-04-02,2638
3736,APAC,C,2024-03-18,2024-03-23,2024-03-24,1188
3737,LATAM,A,2024-03-19,2024-03-24,2024-03-27,1812
3738,LATAM,B,2024-03-19,2024-03-24,2024-03-25,696
3739,LATAM,C,2024-03-19,2024-03-24,2024-03-24,2383
3740,NA,A,2024-03-19,2024-03-24,2024-03-26,2355
3741,NA,B,2024-03-19,2024-03-24,2024-03-26,2597
3742,NA,C,2024-03-19,2024-03-24,2024-03-26,2719
3743,EU,A,2024-03-19,2024-03-24,2024-03-24,1152
3744,EU,B,2024-03-19,2024-03-24,2024-03-26,2653
3745,EU,C,2024-03-19,2024-03-24,2024-03-26,2964
3746,APAC,A,2024-03-19,2024-03-24,2024-04-03,2952
3747,APAC,B,2024-03-19,2024-03-24,2024-03-25,2171
3748,LATAM,A,2024-03-20,2024-03-25,2024-04-04,1545
3749,LATAM,C,2024-03-20,2024-03-25,2024-03-27,2964
3750,EU,A,2024-03-20,2024-03-25,2024-04-01,934
3751,APAC,A,2024-03-20,2024-03-25,2024-03-27,2264
3752,APAC,B,2024-03-20,2024-03-25,2024-03-25,2286
3753,LATAM,A,2024-03-21,2024-03-26,2024-03-29,978
3754,LATAM,B,2024-03-21,2024-03-26,2024-03-29,1122
3755,LATAM,C,2024-03-21,2024-03-26,2024-04-05,1530
3756,NA,A,2024-03-21,2024-03-26,2024-04-05,2981
3757,NA,B,2024-03-21,2024-03-26,2024-03-29,1174
3758,EU,A,2024-03-21,2024-03-26,2024-04-05,1019
3759,EU,B,2024-03-21,2024-03-26,,2484
3760,APAC,A,2024-03-21,2024-03-26,2024-03-27,827
3761,APAC,B,2024-03-21,2024-03-26,2024-03-27,1620
3762,APAC,C,2024-03-21,2024-03-26,2024-03-27,2987
3763,LATAM,A,2024-03-22,2024-03-27,2024-03-28,2697
3764,LATAM,B,2024-03-22,2024-03-27,2024-03-28,2117
3765,NA,A,2024-03-22,2024-03-27,2024-03-27,1530
3766,NA,B,2024-03-22,2024-03-27,2024-03-29,1284
3767,NA,C,2024-03-22,2024-03-27,2024-04-06,673
3768,APAC,A,2024-03-22,2024-03-27,2024-04-06,1058
3769,APAC,C,2024-03-22,2024-03-27,2024-03-27,779
3770,LATAM,B,2024-03-23,2024-03-28,2024-04-07,2926
3771,NA,A,2024-03-23,2024-03-28,2024-03-30,1865
3772,NA,B,2024-03-23,2024-03-28,2024-03-30,2111
3773,NA,C,2024-03-23,2024-03-28,2024-04-07,1140
3774,EU,A,2024-03-23,2024-03-28,2024-03-31,1176
3775,EU,B,2024-03-23,2024-03-28,2024-03-29,1294
3776,EU,C,2024-03-23,2024-03-28,,2846
3777,APAC,C,2024-03-23,2024-03-28,2024-03-25,533
3778,LATAM,A,2024-03-24,2024-03-29,2024-03-29,1849
3779,LATAM,C,2024-03-24,2024-03-29,2024-03-29,1054
3780,NA,A,2024-03-24,2024-03-29,2024-04-08,2717
3781,NA,B,2024-03-24,2024-03-29,2024-03-31,850
3782,NA,C,2024-03-24,2024-03-29,,2095
3783,EU,B,2024-03-24,2024-03-29,2024-04-01,839
3784,EU,C,2024-03-24,2024-03-29,2024-04-05,1092
3785,APAC,A,2024-03-24,2024-03-29,2024-03-29,799
3786,APAC,B,2024-03-24,2024-03-29,2024-03-29,2619
3787,APAC,C,2024-03-24,2024-03-29,2024-03-31,2897
3788,LATAM,A,2024-03-25,2024-03-30,2024-04-02,652
3789,NA,B,2024-03-25,2024-03-30,2024-03-31,1202
3790,EU,A,2024-03-25,2024-03-30,2024-04-06,999
3791,APAC,A,2024-03-25,2024-03-30,2024-04-09,2985
3792,APAC,B,2024-03-25,2024-03-30,2024-04-02,2459
3793,LATAM,C,2024-03-26,2024-03-31,2024-03-31,1057
3794,NA,A,2024-03-26,2024-03-31,2024-04-02,1196
3795,EU,B,2024-03-26,2024-03-31,2024-04-01,2282
3796,EU,C,2024-03-26,2024-03-31,2024-04-07,2865
3797,APAC,A,2024-03-26,2024-03-31,2024-03-31,2539
3798,APAC,C,2024-03-26,2024-03-31,2024-04-02,2797
3799,LATAM,A,2024-03-27,2024-04-01,2024-04-04,2354
3800,LATAM,B,2024-03-27,2024-04-01,2024-04-03,2792
3801,NA,A,2024-03-27,2024-04-01,2024-04-08,579
3802,NA,B,2024-03-27,2024-04-01,2024-04-03,2954
3803,EU,A,2024-03-27,2024-04-01,2024-04-02,2239
3804,EU,B,2024-03-27,2024-04-01,2024-04-02,1528
3805,APAC,A,2024-03-27,2024-04-01,2024-04-02,550
3806,APAC,B,2024-03-27,2024-04-01,2024-04-02,2340
3807,APAC,C,2024-03-27,2024-04-01,2024-04-04,1634
3808,LATAM,A,2024-03-28,2024-04-02,2024-04-04,2719
3809,LATAM,B,2024-03-28,2024-04-02,2024-04-05,2610
3810,NA,A,2024-03-28,2024-04-02,2024-04-09,2951
3811,NA,B,2024-03-28,2024-04-02,2024-04-05,1318
3812,NA,C,2024-03-28,2024-04-02,2024-04-09,1247
3813,EU,A,2024-03-28,2024-04-02,2024-03-30,901
3814,APAC,A,2024-03-28,2024-04-02,2024-04-09,1560
3815,APAC,B,2024-03-28,2024-04-02,2024-04-04,767
3816,APAC,C,2024-03-28,2024-04-02,2024-04-03,2078
3817,LATAM,A,2024-03-29,2024-04-03,2024-04-03,1312
3818,LATAM,B,2024-03-29,2024-04-03,2024-04-10,2155
3819,LATAM,C,2024-03-29,2024-04-03,2024-04-04,1709
3820,NA,A,2024-03-29,2024-04-03,2024-04-06,891
3821,NA,B,2024-03-29,2024-04-03,2024-04-10,2103
3822,NA,C,2024-03-29,2024-04-03,2024-04-10,699
3823,EU,A,2024-03-29,2024-04-03,2024-04-06,2235
3824,APAC,A,2024-03-29,2024-04-03,2024-03-31,2803
3825,APAC,B,2024-03-29,2024-04-03,2024-04-03,928
3826,LATAM,B,2024-03-30,2024-04-04,2024-04-07,1458
3827,LATAM,C,2024-03-30,2024-04-04,2024-04-14,2618
3828,NA,A,2024-03-30,2024-04-04,2024-04-05,603
3829,NA,B,2024-03-30,2024-04-04,2024-04-04,869
3830,NA,C,2024-03-30,2024-04-04,2024-04-14,2291
3831,EU,A,2024-03-30,2024-04-04,2024-04-07,1622
3832,EU,B,2024-03-30,2024-04-04,2024-04-04,773
3833,EU,C,2024-03-30,2024-04-04,2024-04-07,2274
3834,APAC,A,2024-03-30,2024-04-04,2024-04-04,1407
3835,APAC,C,2024-03-30,2024-04-04,,1099
3836,LATAM,A,2024-03-31,2024-04-05,2024-04-15,1298
3837,LATAM,B,2024-03-31,2024-04-05,2024-04-15,990
3838,LATAM,C,2024-03-31,2024-04-05,2024-04-07,559
3839,NA,B,2024-03-31,2024-04-05,2024-04-08,782
3840,NA,C,2024-03-31,2024-04-05,2024-04-08,987
3841,EU,B,2024-03-31,2024-04-05,2024-04-08,2289
3842,APAC,A,2024-03-31,2024-04-05,2024-04-05,1437
3843,APAC,B,2024-03-31,2024-04-05,2024-04-12,1010
3844,APAC,C,2024-03-31,2024-04-05,2024-04-07,2514
3845,LATAM,B,2024-04-01,2024-04-06,2024-04-16,1678
3846,LATAM,C,2024-04-01,2024-04-06,2024-04-07,690
3847,NA,B,2024-04-01,2024-04-06,2024-04-16,2648
3848,NA,C,2024-04-01,2024-04-06,2024-04-09,1867
3849,EU,B,2024-04-01,2024-04-06,2024-04-09,2132
3850,APAC,A,2024-04-01,2024-04-06,2024-04-09,1832
3851,APAC,B,2024-04-01,2024-04-06,,1623
3852,LATAM,A,2024-04-02,2024-04-07,2024-04-07,1998
3853,NA,A,2024-04-02,2024-04-07,2024-04-10,969
3854,NA,B,2024-04-02,2024-04-07,2024-04-07,1749
3855,NA,C,2024-04-02,2024-04-07,2024-04-07,1595
3856,EU,A,2024-04-02,2024-04-07,2024-04-07,2497
3857,EU,C,2024-04-02,2024-04-07,2024-04-08,1768
3858,APAC,A,2024-04-02,2024-04-07,2024-04-07,1082
3859,APAC,B,2024-04-02,2024-04-07,2024-04-17,2221
3860,APAC,C,2024-04-02,2024-04-07,2024-04-07,738
3861,LATAM,A,2024-04-03,2024-04-08,2024-04-10,1890
3862,LATAM,C,2024-04-03,2024-04-08,2024-04-15,872
3863,NA,B,2024-04-03,2024-04-08,2024-04-05,569
3864,NA,C,2024-04-03,2024-04-08,2024-04-15,978
3865,EU,A,2024-04-03,2024-04-08,2024-04-15,1501
3866,EU,B,2024-04-03,2024-04-08,2024-04-18,1543
3867,EU,C,2024-04-03,2024-04-08,2024-04-15,2770
3868,APAC,B,2024-04-03,2024-04-08,2024-04-10,625
3869,APAC,C,2024-04-03,2024-04-08,2024-04-18,1079
3870,LATAM,A,2024-04-04,2024-04-09,2024-04-19,1945
3871,LATAM,B,2024-04-04,2024-04-09,2024-04-10,1282
3872,LATAM,C,2024-04-04,2024-04-09,2024-04-11,2780
3873,NA,A,2024-04-04,2024-04-09,2024-04-10,1867
3874,NA,B,2024-04-04,2024-04-09,,2671
3875,NA,C,2024-04-04,2024-04-09,2024-04-11,1228
3876,EU,B,2024-04-04,2024-04-09,,1366
3877,EU,C,2024-04-04,2024-04-09,2024-04-11,1454
3878,APAC,A,2024-04-04,2024-04-09,2024-04-11,1974
3879,APAC,B,2024-04-04,2024-04-09,2024-04-10,2738
3880,LATAM,A,2024-04-05,2024-04-10,2024-04-11,2025
3881,LATAM,B,2024-04-05,2024-04-10,2024-04-20,617
3882,NA,B,2024-04-05,2024-04-10,2024-04-17,739
3883,NA,C,2024-04-05,2024-04-10,2024-04-17,2429
3884,EU,A,2024-04-05,2024-04-10,2024-04-20,1292
3885,EU,B,2024-04-05,2024-04-10,2024-04-12,1804
3886,EU,C,2024-04-05,2024-04-10,2024-04-17,651
3887,APAC,B,2024-04-05,2024-04-10,2024-04-13,2703
3888,LATAM,A,2024-04-06,2024-04-11,2024-04-13,2618
3889,LATAM,B,2024-04-06,2024-04-11,2024-04-08,2032
3890,LATAM,C,2024-04-06,2024-04-11,2024-04-13,1262
3891,NA,A,2024-04-06,2024-04-11,2024-04-14,2148
3892,EU,B,2024-04-06,2024-04-11,2024-04-13,1186
3893,EU,C,2024-04-06,2024-04-11,2024-04-18,743
3894,APAC,A,2024-04-06,2024-04-11,2024-04-12,877
3895,APAC,B,2024-04-06,2024-04-11,2024-04-13,2891
3896,LATAM,B,2024-04-07,2024-04-12,2024-04-13,2385
3897,LATAM,C,2024-04-07,2024-04-12,2024-04-12,1791
3898,NA,A,2024-04-07,2024-04-12,2024-04-19,724
3899,NA,C,2024-04-07,2024-04-12,2024-04-14,2835
3900,EU,A,2024-04-07,2024-04-12,2024-04-12,2841
3901,EU,C,2024-04-07,2024-04-12,2024-04-14,2396
3902,APAC,A,2024-04-07,2024-04-12,2024-04-13,2304
3903,APAC,C,2024-04-07,2024-04-12,2024-04-13,697
3904,LATAM,C,2024-04-08,2024-04-13,2024-04-13,586
3905,NA,B,2024-04-08,2024-04-13,2024-04-16,2923
3906,NA,C,2024-04-08,2024-04-13,2024-04-20,886
3907,EU,B,2024-04-08,2024-04-13,2024-04-13,1334
3908,EU,C,2024-04-08,2024-04-13,2024-04-16,1190
3909,APAC,A,2024-04-08,2024-04-13,2024-04-16,2029
3910,APAC,B,2024-04-08,2024-04-13,2024-04-20,1170
3911,APAC,C,2024-04-08,2024-04-13,2024-04-20,2729
3912,LATAM,A,2024-04-09,2024-04-14,2024-04-15,1581
3913,LATAM,B,2024-04-09,2024-04-14,2024-04-14,2747
3914,LATAM,C,2024-04-09,2024-04-14,2024-04-14,1884
3915,NA,A,2024-04-09,2024-04-14,2024-04-24,1710
3916,NA,C,2024-04-09,2024-04-14,,2131
3917,EU,A,2024-04-09,2024-04-14,2024-04-16,2702
3918,EU,B,2024-04-09,2024-04-14,2024-04-24,2382
3919,EU,C,2024-04-09,2024-04-14,2024-04-17,2316
3920,APAC,A,2024-04-09,2024-04-14,2024-04-14,1641
3921,APAC,B,2024-04-09,2024-04-14,2024-04-17,971
3922,APAC,C,2024-04-09,2024-04-14,2024-04-17,720
3923,LATAM,A,2024-04-10,2024-04-15,2024-04-18,1108
3924,LATAM,B,2024-04-10,2024-04-15,,826
3925,NA,A,2024-04-10,2024-04-15,2024-04-17,854
3926,EU,A,2024-04-10,2024-04-15,2024-04-16,2862
3927,EU,C,2024-04-10,2024-04-15,2024-04-16,933
3928,APAC,A,2024-04-10,2024-04-15,2024-04-25,1036
3929,APAC,B,2024-04-10,2024-04-15,2024-04-22,1294
3930,APAC,C,2024-04-10,2024-04-15,2024-04-16,2032
3931,LATAM,A,2024-04-11,2024-04-16,2024-04-16,2295
3932,LATAM,B,2024-04-11,2024-04-16,2024-04-23,1831
3933,NA,A,2024-04-11,2024-04-16,2024-04-26,2432
3934,NA,B,2024-04-11,2024-04-16,2024-04-23,2287
3935,NA,C,2024-04-11,2024-04-16,2024-04-23,2766
3936,EU,A,2024-04-11,2024-04-16,2024-04-23,2832
3937,EU,B,2024-04-11,2024-04-16,2024-04-18,760
3938,EU,C,2024-04-11,2024-04-16,2024-04-17,1551
3939,APAC,C,2024-04-11,2024-04-16,2024-04-19,1423
3940,LATAM,A,2024-04-12,2024-04-17,2024-04-24,1160
3941,LATAM,B,2024-04-12,2024-04-17,2024-04-24,871
3942,LATAM,C,2024-04-12,2024-04-17,,2358
3943,NA,C,2024-04-12,2024-04-17,2024-04-18,2985
3944,EU,A,2024-04-12,2024-04-17,2024-04-24,2902
3945,EU,C,2024-04-12,2024-04-17,2024-04-17,2365
3946,APAC,B,2024-04-12,2024-04-17,2024-04-18,2008
3947,APAC,C,2024-04-12,2024-04-17,2024-04-24,2302
3948,LATAM,A,2024-04-13,2024-04-18,2024-04-25,970
3949,LATAM,B,2024-04-13,2024-04-18,2024-04-21,912
3950,LATAM,C,2024-04-13,2024-04-18,2024-04-25,2866
3951,NA,A,2024-04-13,2024-04-18,2024-04-25,2923
3952,NA,C,2024-04-13,2024-04-18,2024-04-21,2356
3953,EU,A,2024-04-13,2024-04-18,2024-04-19,778
3954,EU,B,2024-04-13,2024-04-18,2024-04-19,2661
3955,APAC,A,2024-04-13,2024-04-18,2024-04-19,803
3956,APAC,C,2024-04-13,2024-04-18,2024-04-25,2920
3957,LATAM,B,2024-04-14,2024-04-19,2024-04-20,2568
3958,LATAM,C,2024-04-14,2024-04-19,2024-04-19,2719
3959,NA,A,2024-04-14,2024-04-19,2024-04-19,2632
3960,NA,B,2024-04-14,2024-04-19,2024-04-26,2845
3961,EU,A,2024-04-14,2024-04-19,2024-04-26,2678
3962,EU,B,2024-04-14,2024-04-19,2024-04-22,720
3963,EU,C,2024-04-14,2024-04-19,2024-04-26,1547
3964,APAC,A,2024-04-14,2024-04-19,2024-04-20,1681
